index,text,kontext,klassifikation.tore_bayern,klassifikation.tore_gegner,klassifikation.phase,meta.saison,meta.spieltag,meta.heim_auswaerts,meta.gegner,meta.tabelle,meta.ballbesitz_bayern,ergebnis.bayern,ergebnis.gegner,offizielle.schiedsrichter,offizielle.kommentator,source_file,sentiment__fine_tuned_german_sentiment,sentiment__fine_tuned_german_sentiment__conf,sentiment__xlm-roberta-base,sentiment__xlm-roberta-base__conf,sentiment__german-sentiment-bert,sentiment__german-sentiment-bert__conf,sentiment__german-news-sentiment-bert,sentiment__german-news-sentiment-bert__conf
6,Es ist der drittschnellste Treffer der Bundesliga-Historie der Münchner.,FC Bayern München,1,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.955,Positiv,0.6805,Neutral,1.0,Neutral,0.928
7,Das haut Vincent Kompany aber überhaupt nicht aus den Socken.,FC Bayern München,1,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.8946,Positiv,0.5271,Neutral,0.9974,Neutral,0.9216
8,Bei Kiel erkennbar: Der neuformierten Viererkette fehlt noch die Zuordnung.,Holstein Kiel,1,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.6974,Negativ,0.5117,Positiv,0.973,Positiv,0.9774
9,"Knudsen springt unter dem Ball durch, dann laufen sich Javorcek und Johansson gegenseitig über den Haufen.",Holstein Kiel,1,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.5479,Positiv,0.6391,Neutral,1.0,Neutral,0.9356
10,"Musiala soll der zweite Thomas Müller werden, verbessert weiter seine Verhandlungsposition für eine Vertragsverlängerung.",FC Bayern München,1,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.7996,Positiv,0.5674,Neutral,1.0,Neutral,0.939
11,"Der Aufsteiger zahlt hingegen weiter Lehrgeld, liegt wieder früh zurück.",Holstein Kiel,1,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.8899,Positiv,0.5271,Neutral,0.9999,Neutral,0.9361
12,Es ist bereits ihr sechstes Gegentor in der noch jungen Saison.,Holstein Kiel,1,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9651,Positiv,0.5127,Neutral,1.0,Neutral,0.9916
13,"Auf dem jüngst erst ausgezeichneten besten Zweitliga-Rasen der vergangenen Spielzeit will der Aufsteiger zeigen, dass er mehr zu bieten hat als nur ein schönes Grün.",Holstein Kiel,1,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9577,Positiv,0.6299,Neutral,0.9932,Positiv,0.5288
14,"Löblich, sie wollen mitspielen, halten an ihrer Art und Weise fest.",Holstein Kiel,1,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9523,Positiv,0.5206,Neutral,0.9991,Neutral,0.9023
15,"Dazu gehört der flache Aufbau von hinten heraus, aber nicht dieser Fehlpass von Holtby.",Holstein Kiel,1,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9526,Negativ,0.4996,Neutral,1.0,Neutral,0.913
16,Harry Kane erhöht nur 6 Minuten und 6 Sekunden nach dem Führungstreffer.,FC Bayern München,2,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9406,Positiv,0.6393,Neutral,0.9999,Neutral,0.9166
17,Wieder leitet ein Kieler Fehler das Tor ein.,Holstein Kiel,2,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9483,Negativ,0.5269,Neutral,1.0,Neutral,0.9198
18,Serge Gnabry sehr wachsam in dieser Situation und Harry Kane gewohnt abschlussstark.,FC Bayern München,2,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9222,Positiv,0.5759,Negativ,0.8367,Negativ,0.8554
19,"Der Mann, der jüngst in Wembley in seinem 100. Länderspiel erst doppelt traf, jetzt in Kiel.",FC Bayern München,2,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9419,Positiv,0.6411,Neutral,1.0,Neutral,0.6625
20,Von einem Kulturschock bei ihm nicht zu spüren.,FC Bayern München,2,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.6596,Positiv,0.5038,Neutral,0.9995,Neutral,0.9546
21,"Entscheidend natürlich der Fehler von Kiels Kapitän, der erfahrenste im Team, weiß aus HSV-Zeiten, wie es sich anfühlt, wenn man gegen Bayern 0:8 verliert.",Holstein Kiel,2,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9668,Positiv,0.665,Neutral,0.9908,Neutral,0.5454
22,"Und Coman diesmal, na bitte, geht durch.",FC Bayern München,2,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.7244,Positiv,0.5236,Negativ,0.7709,Neutral,0.4454
23,Es läuft noch immer die Anfangsviertelstunde.,Neutral,2,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9639,Neutral,0.8906,Neutral,0.9964,Positiv,0.511
24,Kiel sucht weiter den Zugang zur Partie.,Holstein Kiel,2,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9583,Negativ,0.5323,Positiv,0.9571,Positiv,0.9489
25,"Kimmich dazwischen, aber was für ein Rückpass!",FC Bayern München,2,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.7698,Positiv,0.5442,Negativ,0.9507,Negativ,0.7666
26,"Olise setzt zum Dribbling an, am ersten vorbei, dann hat er die Übersicht.",FC Bayern München,2,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.871,Positiv,0.5469,Neutral,1.0,Neutral,0.9377
27,Johansson kann es nicht fassen.,Holstein Kiel,2,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.6269,Negativ,0.5375,Neutral,0.9931,Neutral,0.6785
28,"Es ist der dritte individuelle Fehler, der zum dritten Gegentor führt.",Holstein Kiel,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9629,Negativ,0.499,Neutral,1.0,Neutral,0.9978
29,Und obendrauf ist das dritte Gegentor auch noch ein Eigentor.,Holstein Kiel,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.498,Positiv,0.4943,Neutral,1.0,Neutral,0.981
30,Aber wie gut ist bitte dieser Musiala?,FC Bayern München,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.8263,Negativ,0.502,Neutral,0.8776,Neutral,0.5385
31,"Unnachahmlich sein Gespür, dann auch seine Ballbehandlung, einfach zum Genießen.",FC Bayern München,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.7361,Positiv,0.5587,Neutral,0.9878,Negativ,0.8693
32,Die Bayern insgesamt eine Klasse für sich und mehrere Klassen zu gut für Holstein Kiel.,Neutral,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.8194,Neutral,0.9262,Positiv,0.9371,Positiv,0.9707
33,"Letztlich ist es in der 13. Minute nicht Gnabry, sondern Remberg, der den Ball über die Linie befördert.",Neutral,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9765,Neutral,0.885,Neutral,1.0,Neutral,0.973
34,"Marcel Rapp schaut jetzt schon ernüchtert auf die Uhr, doch noch ist ordentlich Spielzeit vorhanden.",Holstein Kiel,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.5026,Positiv,0.5153,Negativ,0.9475,Negativ,0.66
35,Er sieht weiter nur eine Mannschaft im Vorwärtsgang.,FC Bayern München,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9444,Positiv,0.6511,Neutral,0.9979,Neutral,0.9211
36,"Kiel noch immer ohne eigenen Abschluss, Bayern hingegen brutal dominant mit der Ecke.",Neutral,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9404,Neutral,0.8634,Neutral,0.9998,Neutral,0.832
37,"Joshua Kimmich, Deutschlands neuer Nationalmannschaftskapitän, Serge Gnabry.",FC Bayern München,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9099,Positiv,0.6411,Neutral,1.0,Neutral,0.9168
38,Es ist der vierte Schuss aufs Tor der Gastgeber und nur der Pfosten verhindert den vierten Münchner Treffer.,FC Bayern München,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9495,Positiv,0.6702,Neutral,1.0,Neutral,0.9369
39,25. Minute: Wie eine Dampfwalze rollen die Bayern bislang über den Aufsteiger hinweg.,Neutral,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.8919,Neutral,0.9373,Neutral,1.0,Neutral,0.9841
40,"Serge Gnabry, Weiner zum ersten, Coman, Weiner zum zweiten.",Neutral,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9421,Neutral,0.9147,Neutral,0.9999,Neutral,0.9376
41,Endlich kann sich der Kieler Schlussmann auch mal auszeichnen aus Sicht der Hausherren.,Holstein Kiel,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.907,Positiv,0.6245,Neutral,0.9999,Neutral,0.8089
42,"Unvergessen dieser Pokalerfolg aus dem Jahr 2021, davon ist heute wenig zu sehen.",Neutral,3,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9564,Neutral,0.8677,Neutral,1.0,Neutral,0.9713
43,"Wieder die Gäste, Harry Kane, 43. Minute.",FC Bayern München,4,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.8994,Positiv,0.6546,Neutral,0.9844,Neutral,0.4411
44,"Der Kapitän der englischen Nationalmannschaft kann den Doppelpack schnüren, weil er viel zu frei zum Abschluss kommt.",FC Bayern München,4,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.7176,Positiv,0.6177,Neutral,0.9999,Neutral,0.8993
45,Saisontor Nummer 3 für ihn.,FC Bayern München,4,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9529,Positiv,0.6125,Neutral,0.9988,Neutral,0.9228
46,Eine 4:0-Führung zur Pause in einem Auswärtsspiel gab es für Bayern zuletzt im August 2022 in Bochum.,FC Bayern München,4,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9596,Positiv,0.6724,Neutral,0.9998,Neutral,0.9099
47,"Kiel sollte gewarnt sein, endete die Partie mit 7:0.",Holstein Kiel,4,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9241,Positiv,0.6404,Neutral,0.9995,Neutral,0.9076
48,"Und für die Hausherren ist es damit längst eine Frage der Höhe, aber auch eine Frage der Ehre.",Holstein Kiel,4,0,1,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9483,Positiv,0.5379,Neutral,1.0,Neutral,0.9175
49,Die zweite Hälfte: Einwurf Holstein Kiel.,Holstein Kiel,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.943,Positiv,0.5609,Neutral,0.9948,Neutral,0.7873
50,40 Sekunden haben sie schon überstanden und damit mehr Sekunden als zu Beginn dieser Begegnung.,Holstein Kiel,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9379,Positiv,0.5038,Neutral,0.9943,Neutral,0.6836
51,Noch kein weiteres Gegentor haben sie hinnehmen müssen und stattdessen zeigen sie sich jetzt selbst offensiv.,Holstein Kiel,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.8449,Positiv,0.5404,Neutral,1.0,Neutral,0.8589
52,"Der eingewechselte Puchacz, die Flanke, Pichler ist gefährlich.",Holstein Kiel,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.7512,Positiv,0.501,Neutral,0.9999,Neutral,0.5982
53,47. Minute: Manuel Neuer bekommt den ersten Ball auf seinen Kasten und der wäre um ein Haar reingegangen.,FC Bayern München,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.8061,Positiv,0.6358,Neutral,0.9916,Neutral,0.5274
54,"Während Leroy Sané nicht zum Einsatz kommen wird, sammelt Thomas Müller, Bayerns neuer Rekordspieler, weiter Minuten.",FC Bayern München,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.8117,Positiv,0.6285,Neutral,0.9958,Neutral,0.5598
55,"Autsch, Remberg, nah zu rustikal.",Holstein Kiel,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.8624,Negativ,0.5077,Neutral,0.9776,Negativ,0.8679
56,"Genau diese Körpersprache ist es aber, die in der ersten Halbzeit den Gastgebern komplett fehlte.",Holstein Kiel,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.8452,Positiv,0.5078,Neutral,0.9999,Neutral,0.8943
57,"59. Minute: Ecke Bayern, wieder Kimmich, auch die kommt gut.",FC Bayern München,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.904,Positiv,0.6385,Positiv,0.472,Positiv,0.5908
58,"Weiner, Coman, Coman!",FC Bayern München,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.8421,Positiv,0.5273,Negativ,0.8794,Neutral,0.4501
59,Die Standardschwäche bei Kiel bleibt Thema und Weiner macht deutlich: Die nötige Aggressivität lässt der Gastgeber bislang zu sehr vermissen.,Holstein Kiel,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9333,Positiv,0.5341,Neutral,0.9978,Negativ,0.5828
60,"Vincent Kompany, mit dem HSV hat er hier im Pokal schon mal 5:0 gewonnen, verfolgt das Geschehen tiefenentspannt.",FC Bayern München,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9591,Positiv,0.6607,Neutral,0.9994,Neutral,0.8103
61,"Und das, weil seine Bayern dominant bleiben.",FC Bayern München,4,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9471,Positiv,0.5201,Neutral,0.9998,Neutral,0.847
62,"Davies, Davies, Weiner ist dran, Olise, 65. Minute, 5:0.",FC Bayern München,5,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.8983,Positiv,0.674,Negativ,0.9584,Negativ,0.7572
63,Sein erstes Pflichtspieltor für den neuen Arbeitgeber.,FC Bayern München,5,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9416,Negativ,0.5,Neutral,1.0,Neutral,0.9947
64,"Weiner, wie gleich zwei eingewechselte Münchner, können machen, was sie wollen, weil wieder kein Kieler nach vorn verteidigt.",Neutral,5,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9502,Neutral,0.9239,Neutral,0.9987,Neutral,0.5226
65,"Weiner im Tor ist noch der beste, doch beim Nachschuss von Olise ist er machtlos, weil ihm einfach nicht geholfen wird.",Holstein Kiel,5,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.897,Positiv,0.6035,Neutral,0.9757,Negativ,0.8646
66,"Was haben die Störche in der letzten Saison Glanz versprüht in Liga 2, doch aktuell liegt Kiel mehr im Schatten.",Holstein Kiel,5,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.7038,Positiv,0.6344,Neutral,0.9705,Negativ,0.6639
67,Die Bayern am Horizont strahlen aus einer anderen Sphäre.,FC Bayern München,5,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9401,Positiv,0.506,Neutral,0.9999,Neutral,0.9559
68,Müller rückt für die Schlussphase noch mal ganz nah ans Fenster.,FC Bayern München,5,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.7181,Negativ,0.5016,Neutral,0.9975,Neutral,0.5105
69,Ob sich das lohnt?,Neutral,5,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9689,Neutral,0.8214,Neutral,0.9171,Neutral,0.6216
70,82. Minute: Der nächste Ballverlust im Vorwärtsgang.,FC Bayern München,5,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.908,Positiv,0.6659,Neutral,0.9973,Neutral,0.6224
71,"Laimer, dann aber unglücklich.",FC Bayern München,5,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.4955,Negativ,0.4968,Neutral,0.9922,Negativ,0.5272
72,"Kiel schaltet um, zum ersten Mal überhaupt.",Holstein Kiel,5,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.8986,Negativ,0.5224,Neutral,0.9844,Neutral,0.5867
73,Was machen sie draus?,Holstein Kiel,5,0,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.9305,Negativ,0.5358,Neutral,0.9099,Neutral,0.4845
74,Die Flanke von Puchacz und da ist Gigovic!,Holstein Kiel,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.7007,Positiv,0.5235,Neutral,0.8736,Neutral,0.3641
75,"Was für andere nur ein Ehrentreffer ist, ist für Kiel ein Tor für die Geschichtsbücher.",Holstein Kiel,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9404,Positiv,0.5319,Neutral,0.9967,Neutral,0.864
76,Der erste Heimtreffer der Bundesliga-Geschichte erzielt der Aufsteiger gegen den großen FC Bayern.,Holstein Kiel,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9543,Positiv,0.6639,Neutral,1.0,Neutral,0.9813
77,"Entsprechend wird dieses Tor gefeiert, fast wie ein Sieg.",Holstein Kiel,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9418,Positiv,0.4993,Neutral,0.9997,Neutral,0.837
78,"Die Flanke ist wunderbar getimt, hat die perfekte Schärfe.",Holstein Kiel,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9627,Positiv,0.4977,Neutral,0.8555,Positiv,0.9839
79,Und Bayern hat damit in den saisonübergreifend letzten 13 Auswärtsspielen immer ein Gegentor kassiert.,FC Bayern München,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.938,Positiv,0.6695,Neutral,1.0,Neutral,0.9653
80,Und plötzlich haben die Kieler Gefallen an der Partie gefunden.,Holstein Kiel,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.5935,Positiv,0.5247,Neutral,0.9997,Neutral,0.7278
81,"Wieder der Torschütze, mit Glück kommt der Ball zu Rosenboom und da ist Fiete Arp an die Latte.",Holstein Kiel,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Negativ,0.9102,Positiv,0.6522,Negativ,0.7184,Negativ,0.7463
82,"Fast auch noch das zweite durch den Mann, der einst als Riesentalent zu den Bayern wechselte, aber nur zu einem Profieinsatz kam.",Holstein Kiel,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.904,Positiv,0.6023,Neutral,1.0,Neutral,0.9972
83,Es laufen bereits die letzten Minuten der Partie.,Neutral,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9743,Neutral,0.8558,Neutral,0.999,Neutral,0.8864
84,Noch mal die Münchner.,FC Bayern München,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.905,Positiv,0.4963,Negativ,0.9171,Negativ,0.6826
85,"Palhinha, Müller schiebt weiter, Kane, Harry Kane geht zu Boden.",FC Bayern München,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.8662,Positiv,0.6521,Neutral,0.9893,Neutral,0.4652
86,"Knifflig, ist das ein Strafstoß?",Neutral,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9925,Neutral,0.8424,Negativ,0.8758,Negativ,0.8571
87,"Schiedsrichter Tobias Reichel geht in den Austausch mit Kane, entscheidet nicht, auf den Punkt zu zeigen.",FC Bayern München,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Positiv,0.9305,Positiv,0.5717,Neutral,0.9968,Neutral,0.6184
88,"Johansson trifft weder Ball noch Kane, aber der Bayern-Stürmer fädelt wohl clever ein.",Neutral,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9385,Neutral,0.8752,Neutral,1.0,Neutral,0.9733
89,"Remberg fordert Gelb für Kane, weil er eine Schwalbe gesehen haben will, kriegt selbst Gelb.",Neutral,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.9914,Neutral,0.9,Neutral,0.9999,Neutral,0.9469
90,Reichel bekommt den Hinweis aus Köln: Wir sehen keinen Kontakt gegen Kane.,Neutral,5,1,2,24/25,3,Auswärts,Holstein Kiel,1,0.7,6,1,Tobias Reichel,Gari Paubandt,24-25_S3_holstein_kiel.json,Neutral,0.955,Neutral,0.8178,Neutral,0.9999,Neutral,0.9647
